"название";"дата";"время";" размер"
"asterisk-core-sounds-ru-g722-1.5.tgz";"25-Feb-2016";"02:11";"     10M"
"asterisk-core-sounds-ru-g729-1.5.tgz";"25-Feb-2016";"02:11";"      1M"
"asterisk-core-sounds-ru-gsm-1.5.tgz";"25-Feb-2016";"02:11";"      2M"
"asterisk-core-sounds-ru-ulaw-1.5.tgz";"25-Feb-2016";"02:11";"     10M"
"asterisk-core-sounds-ru-wav-1.5.tgz";"25-Feb-2016";"02:11";"     19M"
"asterisk-core-sounds-sv-alaw-1.5.tgz";"25-Feb-2016";"02:11";"      6M"
"asterisk-core-sounds-sv-g722-1.5.tgz";"25-Feb-2016";"02:11";"      8M"
"asterisk-core-sounds-sv-g729-1.5.tgz";"25-Feb-2016";"02:11";"      1M"
"asterisk-core-sounds-sv-gsm-1.5.tgz";"25-Feb-2016";"02:11";"      2M"
"asterisk-core-sounds-sv-ulaw-1.5.tgz";"25-Feb-2016";"02:11";"      7M"
"asterisk-core-sounds-sv-wav-1.5.tgz";"25-Feb-2016";"02:11";"     14M"
"asterisk-extra-sounds-en-alaw-1.5.tgz";"25-Feb-2016";"02:11";"     17M"
"asterisk-extra-sounds-en-g722-1.5.tgz";"25-Feb-2016";"02:11";"     17M"
"asterisk-extra-sounds-en-g729-1.5.tgz";"25-Feb-2016";"02:11";"      3M"
"asterisk-extra-sounds-en-gsm-1.5.tgz";"25-Feb-2016";"02:11";"      4M"
"asterisk-extra-sounds-en-ulaw-1.5.tgz";"25-Feb-2016";"02:11";"     17M"
"asterisk-extra-sounds-en-wav-1.5.tgz";"25-Feb-2016";"02:11";"     34M"
"asterisk-extra-sounds-en_GB-alaw-1.5.tgz";"25-Feb-2016";"02:11";"     12M"
"asterisk-extra-sounds-en_GB-g722-1.5.tgz";"25-Feb-2016";"02:11";"     13M"
"asterisk-extra-sounds-en_GB-g729-1.5.tgz";"25-Feb-2016";"02:12";"      2M"
"asterisk-extra-sounds-en_GB-gsm-1.5.tgz";"25-Feb-2016";"02:11";"      3M"
"asterisk-extra-sounds-en_GB-ulaw-1.5.tgz";"25-Feb-2016";"02:12";"     13M"
"asterisk-extra-sounds-en_GB-wav-1.5.tgz";"25-Feb-2016";"02:12";"     24M"
"asterisk-extra-sounds-fr-alaw-1.5.tgz";"25-Feb-2016";"02:12";"     11M"
"asterisk-extra-sounds-fr-g722-1.5.tgz";"25-Feb-2016";"02:12";"     12M"
"asterisk-extra-sounds-fr-g729-1.5.tgz";"25-Feb-2016";"02:12";"      2M"
"asterisk-extra-sounds-fr-gsm-1.5.tgz";"25-Feb-2016";"02:12";"      3M"
"asterisk-extra-sounds-fr-ulaw-1.5.tgz";"25-Feb-2016";"02:12";"     11M"
"asterisk-extra-sounds-fr-wav-1.5.tgz";"25-Feb-2016";"02:12";"     22M"
"asterisk-g729-1.3p0.tgz";"25-Feb-2016";"02:12";6834
"asterisk-http_post-13.7.1.tgz";"25-Feb-2016";"02:12";8926
"asterisk-ldap-13.7.1.tgz";"25-Feb-2016";"02:12";"     27K"
"asterisk-moh-opsound-alaw-2.03p2.tgz";"25-Feb-2016";"02:12";"      7M"
"asterisk-moh-opsound-g722-2.03p2.tgz";"25-Feb-2016";"02:12";"      8M"
"asterisk-moh-opsound-g729-2.03p2.tgz";"25-Feb-2016";"02:12";"      1M"
"asterisk-moh-opsound-gsm-2.03p2.tgz";"25-Feb-2016";"02:12";"      2M"
"asterisk-moh-opsound-ulaw-2.03p2.tgz";"25-Feb-2016";"02:12";"      7M"
"asterisk-moh-opsound-wav-2.03p2.tgz";"25-Feb-2016";"02:12";"     15M"
"asterisk-odbc-13.7.1.tgz";"25-Feb-2016";"02:12";"     98K"
"asterisk-openbsd-moh-5.8.tgz";"25-Feb-2016";"02:12";"     94M"
"asterisk-pgsql-13.7.1.tgz";"25-Feb-2016";"02:12";"     51K"
"asterisk-snmp-13.7.1.tgz";"25-Feb-2016";"02:12";"     15K"
"asterisk-speex-13.7.1.tgz";"25-Feb-2016";"02:12";"     13K"
"asterisk-tds-13.7.1.tgz";"25-Feb-2016";"02:12";"     19K"
"astime-2.8p0.tgz";"25-Feb-2016";"02:12";"     22K"
"astmanproxy-1.22pre081119p0.tgz";"25-Feb-2016";"02:12";"     47K"
"astrolog-5.40p1.tgz";"25-Feb-2016";"02:12";"    466K"
"astromenace-1.3.2.tgz";"25-Feb-2016";"02:12";"     61M"
"astyle-1.15.3.tgz";"25-Feb-2016";"02:12";"     74K"
"asymptote-2.24p5.tgz";"25-Feb-2016";"02:12";"      4M"
"at-spi2-atk-2.18.1.tgz";"25-Feb-2016";"02:12";"    158K"
"at-spi2-core-2.18.3.tgz";"25-Feb-2016";"02:12";"    422K"
"atf-0.18p0.tgz";"25-Feb-2016";"02:12";"      1M"
"athn-firmware-1.1p1.tgz";"25-Feb-2016";"02:12";"    107K"
"atk-2.18.0.tgz";"25-Feb-2016";"02:12";"    581K"
"atk2mm-2.24.2.tgz";"25-Feb-2016";"02:12";"      1M"
"atlas-0.4.3.1p5.tgz";"25-Feb-2016";"02:12";"      1M"
"atomicparsley-0.9.0p0.tgz";"25-Feb-2016";"02:12";"     71K"
"atomix-2.14.0p10.tgz";"25-Feb-2016";"02:12";"    125K"
"attica-0.4.2p4.tgz";"25-Feb-2016";"02:12";"    407K"
"aub-2.0.5.tgz";"25-Feb-2016";"02:12";"     32K"
"aubio-0.3.2p2.tgz";"25-Feb-2016";"02:12";"    244K"
"aucatctl-0.1p0.tgz";"25-Feb-2016";"02:12";5918
"audacious-3.5.2p0.tgz";"25-Feb-2016";"02:12";"    532K"
"audacious-plugins-3.5.2p1.tgz";"25-Feb-2016";"02:12";"      2M"
"audacity-1.3.9p8.tgz";"25-Feb-2016";"02:12";"      5M"
"audiocd-kio-4.14.3p0.tgz";"25-Feb-2016";"02:12";"    580K"
"audiopreview-0.6p4.tgz";"25-Feb-2016";"02:12";"     17K"
"augeas-1.4.0.tgz";"25-Feb-2016";"02:12";"    942K"
"autobook-1.5v0.tgz";"25-Feb-2016";"02:12";"    398K"
"autoconf-2.13p3.tgz";"25-Feb-2016";"02:12";"    134K"
"autoconf-2.52p5.tgz";"25-Feb-2016";"02:12";"    280K"
"autoconf-2.54p4.tgz";"25-Feb-2016";"02:12";"    354K"
"autoconf-2.56p3.tgz";"25-Feb-2016";"02:12";"    365K"
"autoconf-2.57p3.tgz";"25-Feb-2016";"02:12";"    366K"
"autoconf-2.58p4.tgz";"25-Feb-2016";"02:12";"    396K"
"autoconf-2.59p4.tgz";"25-Feb-2016";"02:12";"    396K"
"autoconf-2.60p4.tgz";"25-Feb-2016";"02:12";"    455K"
"autoconf-2.61p4.tgz";"25-Feb-2016";"02:12";"    461K"
"autoconf-2.62p1.tgz";"25-Feb-2016";"02:12";"    503K"
"autoconf-2.63p0.tgz";"25-Feb-2016";"02:12";"    523K"
"autoconf-2.64p0.tgz";"25-Feb-2016";"02:12";"    576K"
"autoconf-2.65p0.tgz";"25-Feb-2016";"02:12";"    582K"
"autoconf-2.67p0.tgz";"25-Feb-2016";"02:12";"    592K"
"autoconf-2.68p0.tgz";"25-Feb-2016";"02:12";"    598K"
"autoconf-2.69p1.tgz";"25-Feb-2016";"02:12";"    610K"
"autoconf-archive-2015.09.25.tgz";"25-Feb-2016";"02:12";"    611K"
"autocutsel-0.10.0.tgz";"25-Feb-2016";"02:12";"     13K"
"autogen-5.8.7p4.tgz";"25-Feb-2016";"02:12";"    373K"
"automake-1.10.3p7.tgz";"25-Feb-2016";"02:12";"    571K"
"automake-1.11.6p1.tgz";"25-Feb-2016";"02:12";"    635K"
"automake-1.12.6p0.tgz";"25-Feb-2016";"02:12";"    620K"
"automake-1.13.4p0.tgz";"25-Feb-2016";"02:12";"    620K"
"automake-1.14.1.tgz";"25-Feb-2016";"02:12";"    632K"
"automake-1.15.tgz";"25-Feb-2016";"02:12";"    623K"
"automake-1.4.6p4.tgz";"25-Feb-2016";"02:12";"    229K"
"automake-1.8.5p8.tgz";"25-Feb-2016";"02:12";"    396K"
"automake-1.9.6p11.tgz";"25-Feb-2016";"02:12";"    438K"
"automoc4-0.9.88p4.tgz";"25-Feb-2016";"02:12";"     93K"
"autopano-sift-c-2.5.1p1.tgz";"25-Feb-2016";"02:12";"    150K"
"avahi-0.6.31p23.tgz";"25-Feb-2016";"02:12";"    700K"
"avahi-gtk-0.6.31p6.tgz";"25-Feb-2016";"02:12";"     39K"
"avahi-gtk3-0.6.31p7.tgz";"25-Feb-2016";"02:12";"     39K"
"avahi-gui-0.6.31p10.tgz";"25-Feb-2016";"02:12";"     23K"
"avahi-qt3-0.6.31p4.tgz";"25-Feb-2016";"02:12";"     15K"
"avahi-qt4-0.6.31p5.tgz";"25-Feb-2016";"02:12";"     12K"
"avahi-ui-0.6.31p4.tgz";"25-Feb-2016";"02:12";3078
"avenger-0.8.3-sasl2.tgz";"25-Feb-2016";"02:12";"    574K"
"avenger-0.8.3.tgz";"25-Feb-2016";"02:12";"    571K"
"avidemux-2.4.4p16.tgz";"25-Feb-2016";"02:12";"      6M"
"avinfo-1.0.a15p1.tgz";"25-Feb-2016";"02:12";"     29K"
"avr-0.1p0.tgz";"25-Feb-2016";"02:12";723
"avr-binutils-2.20p2.tgz";"25-Feb-2016";"02:12";"      5M"
"avr-gcc-4.3.4p1.tgz";"25-Feb-2016";"02:12";"     10M"
"avr-gdb-6.8p8.tgz";"25-Feb-2016";"02:12";"      3M"
"avr-libc-1.8.0p0.tgz";"25-Feb-2016";"02:12";"      3M"
"avr32-binutils-2.23.1.tgz";"25-Feb-2016";"02:12";"      5M"
"avr32-gcc-4.4.7.tgz";"25-Feb-2016";"02:12";"     23M"
"avr32-gcc-bootstrap-4.4.7p0.tgz";"25-Feb-2016";"02:12";"      4M"
"avr32-headers-6.1.3.1475.tgz";"25-Feb-2016";"02:12";"      3M"
"avr32-newlib-1.16.0.tgz";"25-Feb-2016";"02:12";"      7M"
"avrdude-5.11p1.tgz";"25-Feb-2016";"02:12";"    361K"
"awesome-3.5.8.tgz";"25-Feb-2016";"02:12";"    864K"
"aws-shell-0.1.0p0.tgz";"25-Feb-2016";"02:12";"     65K"
"awscli-1.10.1.tgz";"25-Feb-2016";"02:12";"    798K"
"awstats-7.4p0.tgz";"25-Feb-2016";"02:12";"      3M"
"axe-6.1.2p3.tgz";"25-Feb-2016";"02:12";"    164K"
"axel-2.4.tgz";"25-Feb-2016";"02:12";"     36K"
"babl-0.1.14.tgz";"25-Feb-2016";"02:12";"    506K"
"backuppc-3.3.1.tgz";"25-Feb-2016";"02:12";"    506K"
"bacula-bat-7.4.0.tgz";"25-Feb-2016";"02:12";"     16M"
"bacula-client-7.4.0.tgz";"25-Feb-2016";"02:12";"    722K"
"bacula-mysql-7.4.0.tgz";"25-Feb-2016";"02:12";"     26K"
"bacula-pgsql-7.4.0.tgz";"25-Feb-2016";"02:12";"     40K"
"bacula-server-7.4.0.tgz";"25-Feb-2016";"02:12";"      1M"
"bacula-sqlite3-7.4.0.tgz";"25-Feb-2016";"02:12";"     23K"
"baikal-0.2.7p2.tgz";"25-Feb-2016";"02:12";"      2M"
"balance-3.57.tgz";"25-Feb-2016";"02:12";"     28K"
"baloo-4.14.3p3.tgz";"25-Feb-2016";"02:12";"      2M"
"baloo-widgets-4.14.3p0.tgz";"25-Feb-2016";"02:12";"    160K"
"banshee-2.6.2p7.tgz";"25-Feb-2016";"02:12";"      7M"
"baobab-3.18.1.tgz";"25-Feb-2016";"02:12";"    375K"
"barcode-0.99.tgz";"25-Feb-2016";"02:12";"     42K"
"baresip-0.4.17.tgz";"25-Feb-2016";"02:12";"    530K"
"baresip-gtk2-0.4.17.tgz";"25-Feb-2016";"02:12";"     30K"
"barman-1.5.1.tgz";"25-Feb-2016";"02:12";"    183K"
"barrage-1.0.4p0.tgz";"25-Feb-2016";"02:12";"    372K"
"base64-1.5.tgz";"25-Feb-2016";"02:12";6546
"bash-4.3.42.tgz";"25-Feb-2016";"02:12";"      2M"
"bass-1.2p0.tgz";"25-Feb-2016";"02:12";"     66M"
"batmon-0.8p1.tgz";"25-Feb-2016";"02:12";"     56K"
"batrachians-0.1.6.tgz";"25-Feb-2016";"02:12";"    115K"
"bbdate-0.2.4p0.tgz";"25-Feb-2016";"02:12";"     27K"
"bbkeys-0.9.0p4.tgz";"25-Feb-2016";"02:12";"    160K"
"bbpager-0.4.7p2.tgz";"25-Feb-2016";"02:12";"    123K"
"bcg729-1.0.1.tgz";"25-Feb-2016";"02:12";"     58K"
"bchunk-1.2.0.tgz";"25-Feb-2016";"02:12";7962
"bclock-1.0p3.tgz";"25-Feb-2016";"02:12";"     11K"
"beav-1.40.18p0.tgz";"25-Feb-2016";"02:12";"     66K"
"beaver-0.3.0.1p8.tgz";"25-Feb-2016";"02:12";"    118K"
"beediff-1.9p5.tgz";"25-Feb-2016";"02:12";"    125K"
"beets-1.3.16.tgz";"25-Feb-2016";"02:12";"    705K"
"belooted-0.1.4.1p10.tgz";"25-Feb-2016";"02:12";"    139K"
"belt-1.21p3.tgz";"25-Feb-2016";"02:12";"     18K"
"beret-1.2.1pl1p1.tgz";"25-Feb-2016";"02:12";"     43M"
"bfbtester-2.0.1.tgz";"25-Feb-2016";"02:12";"     17K"
"bgpq3-0.1.32rc6.tgz";"25-Feb-2016";"02:12";"     28K"
"bgs-0.8.tgz";"25-Feb-2016";"02:12";6166
"bibelot-0.9.4p1.tgz";"25-Feb-2016";"02:12";"     16K"
"bible-kjv-4.27.tgz";"25-Feb-2016";"02:12";"      2M"
"bibtex2html-1.98.tgz";"25-Feb-2016";"02:12";"    915K"
"bibview-2.2p3.tgz";"25-Feb-2016";"02:12";"     97K"
"bijiben-3.18.2p0.tgz";"25-Feb-2016";"02:12";"    452K"
"bindgraph-0.2p0.tgz";"25-Feb-2016";"02:12";8009
"bing-1.0.5p3.tgz";"25-Feb-2016";"02:12";"     21K"
"binwalk-1.2.2.1p2.tgz";"25-Feb-2016";"02:12";"    124K"
"bioperl-1.6.924.tgz";"25-Feb-2016";"02:12";"      4M"
"biopython-1.66p1.tgz";"25-Feb-2016";"02:12";"      6M"
"bird-1.5.0p2.tgz";"25-Feb-2016";"02:12";"    213K"
"bird-doc-1.5.0.tgz";"25-Feb-2016";"02:12";"    624K"
"bird-v6-1.5.0p2.tgz";"25-Feb-2016";"02:12";"    233K"
"birda-1.1p1.tgz";"25-Feb-2016";"02:12";"    144K"
"birdfont-2.15.5.tgz";"25-Feb-2016";"02:12";"      5M"
"bison-3.0.4.tgz";"25-Feb-2016";"02:12";"    677K"
"bitlbee-3.4p0-libpurple-otr.tgz";"25-Feb-2016";"02:12";"    194K"
"bitlbee-3.4p0-libpurple.tgz";"25-Feb-2016";"02:12";"    182K"
"bitlbee-3.4p0-otr.tgz";"25-Feb-2016";"02:12";"    306K"
"bitlbee-3.4p0.tgz";"25-Feb-2016";"02:12";"    293K"
"blackbox-0.70.1p5.tgz";"25-Feb-2016";"02:12";"    476K"
"bladeenc-0.94.2p2.tgz";"25-Feb-2016";"02:12";"     48K"
"blame-1.3.1.tgz";"25-Feb-2016";"02:12";"     54K"
"blas-1.0p7.tgz";"25-Feb-2016";"02:12";"    477K"
"blast-1.0.tgz";"25-Feb-2016";"02:12";4722
"blender-2.76b.tgz";"25-Feb-2016";"02:12";"     40M"
"blink1-1.98.tgz";"25-Feb-2016";"02:12";"     27K"
"blinken-4.14.3p2.tgz";"25-Feb-2016";"02:12";"    669K"
"blobby-1.0rc3.tgz";"25-Feb-2016";"02:12";"      2M"
"blobwars-1.19p5.tgz";"25-Feb-2016";"02:12";"     64M"
"blockrage-0.2.3p0.tgz";"25-Feb-2016";"02:12";"     62K"
"blogbench-1.1.tgz";"25-Feb-2016";"02:12";8569
"blogsum-1.1p4.tgz";"25-Feb-2016";"02:12";"     24K"
"bluefish-2.2.8.tgz";"25-Feb-2016";"02:12";"      4M"
"bluemoon-2.12p0.tgz";"25-Feb-2016";"02:12";"     12K"
"bmf-0.9.4p9-mysql.tgz";"25-Feb-2016";"02:12";"     40K"
"bmf-0.9.4p9.tgz";"25-Feb-2016";"02:12";"     32K"
"bnc-2.9.4.tgz";"25-Feb-2016";"02:12";"     34K"
"bochs-2.6.8-debug.tgz";"25-Feb-2016";"02:12";"      2M"
"bochs-2.6.8.tgz";"25-Feb-2016";"02:12";"      2M"
"boehm-gc-7.4.2p0.tgz";"25-Feb-2016";"02:12";"    354K"
"bogofilter-1.2.4-db4.tgz";"25-Feb-2016";"02:12";"      5M"
"bogofilter-1.2.4-qdbm.tgz";"25-Feb-2016";"02:12";"    651K"
"bogofilter-1.2.4-sqlite3.tgz";"25-Feb-2016";"02:12";"      3M"
"bogofilter-1.2.4.tgz";"25-Feb-2016";"02:12";"      4M"
"bomber-4.14.3p2.tgz";"25-Feb-2016";"02:12";"    570K"
"bomberclone-0.11.9p0.tgz";"25-Feb-2016";"02:12";"      8M"
"bonnie++-1.97p2.tgz";"25-Feb-2016";"02:12";"     62K"
"boost-1.58.0p0.tgz";"25-Feb-2016";"02:12";"     30M"
"boris-1.0.8p3.tgz";"25-Feb-2016";"02:12";"     15K"
"boswars-2.7.tgz";"25-Feb-2016";"02:12";"     74M"
"botan-1.10.10.tgz";"25-Feb-2016";"02:12";"      4M"
"bottlerocket-0.04cp1.tgz";"25-Feb-2016";"02:12";9241
"bouml-4.22.2p5.tgz";"25-Feb-2016";"02:12";"      9M"
"bouml-docs-4.22.2p2.tgz";"25-Feb-2016";"02:12";"     16M"
"bounix-1.21.tgz";"25-Feb-2016";"02:12";"     15K"
"boust-0.161p3.tgz";"25-Feb-2016";"02:12";"     31K"
"bovo-4.14.3p1.tgz";"25-Feb-2016";"02:12";"    231K"
"bozohttpd-20150320.tgz";"25-Feb-2016";"02:12";"     39K"
"bpython-0.14.2p0.tgz";"25-Feb-2016";"02:12";"    315K"
"braincurses-0.5b.tgz";"25-Feb-2016";"02:12";"     10K"
"bricons-3.0p4.tgz";"25-Feb-2016";"02:12";"     21K"
"brltty-3.6p1.tgz";"25-Feb-2016";"02:12";"    633K"
"bro-1.4p5.tgz";"25-Feb-2016";"02:12";"      1M"
"bruce-1.2.1p4.tgz";"25-Feb-2016";"02:12";"    156K"
"brumbrumrally-0.5.tgz";"25-Feb-2016";"02:12";"    510K"
"bsd-airtools-0.2p7.tgz";"25-Feb-2016";"02:12";"     57K"
"bsdiff-4.3.tgz";"25-Feb-2016";"02:12";"     13K"
"btoa-5.2.1.tgz";"25-Feb-2016";"02:12";"     10K"
"btpd-0.16p1.tgz";"25-Feb-2016";"02:12";"     85K"
"bubblemon-dockapp-1.46p6.tgz";"25-Feb-2016";"02:12";"     17K"
"buffer-1.17.1p0.tgz";"25-Feb-2016";"02:12";"     10K"
"bulk_mailer-1.13p1.tgz";"25-Feb-2016";"02:12";"     24K"
"bullet-2.83.6.tgz";"25-Feb-2016";"02:12";"      2M"
"bunny-0.93p1.tgz";"25-Feb-2016";"02:12";"     72K"
"burgerspace-1.9.2.tgz";"25-Feb-2016";"02:12";"    227K"
"bvi-1.4.0.tgz";"25-Feb-2016";"02:12";"     55K"
"bwidget-1.9.8.tgz";"25-Feb-2016";"02:12";"    214K"
"bwm-ng-0.6.1.tgz";"25-Feb-2016";"02:12";"     30K"
"byzi-0.1.tgz";"25-Feb-2016";"02:12";"     13K"
"bzflag-2.4.2p3.tgz";"25-Feb-2016";"02:12";"     12M"
"bzip2-1.0.6p7.tgz";"25-Feb-2016";"02:12";"    123K"
"bzr-2.4.2p0.tgz";"25-Feb-2016";"02:12";"      7M"
"bzr-svn-1.1.2.tgz";"25-Feb-2016";"02:12";"    686K"
"c-client-2.20p0v0.tgz";"25-Feb-2016";"02:12";"      2M"
"c-icap-0.4.2p1.tgz";"25-Feb-2016";"02:12";"    215K"
"c-icap-clamav-0.4.2.tgz";"25-Feb-2016";"02:12";"     61K"
"c-icap-db-0.4.2.tgz";"25-Feb-2016";"02:12";"     10K"
"c-icap-ldap-0.4.2.tgz";"25-Feb-2016";"02:12";9234
"c-icap-urlcheck-0.4.2.tgz";"25-Feb-2016";"02:12";"     33K"
"c2html-0.9.6.tgz";"25-Feb-2016";"02:12";"     38K"
"c3270-3.3.11.6.tgz";"25-Feb-2016";"02:12";"    450K"
"cabal-install-1.22.6.0.tgz";"25-Feb-2016";"02:12";"      3M"
"cabextract-1.6.tgz";"25-Feb-2016";"02:12";"     35K"
"cadaver-0.23.3p4.tgz";"25-Feb-2016";"02:12";"     70K"
"cadubi-1.3p0.tgz";"25-Feb-2016";"02:12";9462
"cagibi-0.2.0p4.tgz";"25-Feb-2016";"02:12";"    117K"
"cairo-1.14.6.tgz";"25-Feb-2016";"02:12";"      2M"
"cairomm-1.12.0.tgz";"25-Feb-2016";"02:12";"    952K"
"cal3d-0.11.0p2.tgz";"25-Feb-2016";"02:12";"    501K"
"calamaris-2.59.tgz";"25-Feb-2016";"02:12";"     37K"
"calc-2.12.5.0p0.tgz";"25-Feb-2016";"02:12";"      1M"
"calcoo-1.3.18p7.tgz";"25-Feb-2016";"02:12";"     42K"
"calcurse-4.0.0p0v0.tgz";"25-Feb-2016";"02:12";"    235K"
"calf-0.0.18.5p12.tgz";"25-Feb-2016";"02:12";"    411K"
"calibre-2.50.1.tgz";"25-Feb-2016";"02:12";"     37M"
"calligra-2.9.10p0.tgz";"25-Feb-2016";"02:12";"    150M"
"calligra-l10n-bs-2.9.10.tgz";"25-Feb-2016";"02:12";"    515K"
"calligra-l10n-ca-2.9.10.tgz";"25-Feb-2016";"02:12";"    744K"
"calligra-l10n-ca@valencia-2.9.10.tgz";"25-Feb-2016";"02:12";"    533K"
"calligra-l10n-cs-2.9.10.tgz";"25-Feb-2016";"02:12";"    335K"
"calligra-l10n-da-2.9.10.tgz";"25-Feb-2016";"02:12";"    470K"
"calligra-l10n-de-2.9.10.tgz";"25-Feb-2016";"02:12";"    800K"
"calligra-l10n-el-2.9.10.tgz";"25-Feb-2016";"02:12";"    459K"
"calligra-l10n-en_GB-2.9.10.tgz";"25-Feb-2016";"02:12";"    477K"
"calligra-l10n-es-2.9.10.tgz";"25-Feb-2016";"02:12";"      1M"
"calligra-l10n-et-2.9.10.tgz";"25-Feb-2016";"02:12";"    797K"
"calligra-l10n-fi-2.9.10.tgz";"25-Feb-2016";"02:12";"    420K"
"calligra-l10n-fr-2.9.10.tgz";"25-Feb-2016";"02:12";"      2M"
"calligra-l10n-gl-2.9.10.tgz";"25-Feb-2016";"02:12";"    425K"
"calligra-l10n-hu-2.9.10.tgz";"25-Feb-2016";"02:12";"    382K"
"calligra-l10n-it-2.9.10.tgz";"25-Feb-2016";"02:12";"    799K"
"calligra-l10n-ja-2.9.10.tgz";"25-Feb-2016";"02:12";"    414K"
"calligra-l10n-kk-2.9.10.tgz";"25-Feb-2016";"02:12";"    454K"
"calligra-l10n-nb-2.9.10.tgz";"25-Feb-2016";"02:12";"    477K"
"calligra-l10n-nl-2.9.10.tgz";"25-Feb-2016";"02:12";"      2M"
"calligra-l10n-pl-2.9.10.tgz";"25-Feb-2016";"02:12";"    543K"
"calligra-l10n-pt-2.9.10.tgz";"25-Feb-2016";"02:12";"    841K"
"calligra-l10n-pt_BR-2.9.10.tgz";"25-Feb-2016";"02:12";"    822K"
"calligra-l10n-ru-2.9.10.tgz";"25-Feb-2016";"02:12";"    562K"
"calligra-l10n-sk-2.9.10.tgz";"25-Feb-2016";"02:12";"    520K"
"calligra-l10n-sv-2.9.10.tgz";"25-Feb-2016";"02:12";"      2M"
"calligra-l10n-tr-2.9.10.tgz";"25-Feb-2016";"02:12";"    492K"
"calligra-l10n-uk-2.9.10.tgz";"25-Feb-2016";"02:12";"      2M"
"calligra-l10n-zh_CN-2.9.10.tgz";"25-Feb-2016";"02:12";"    333K"
"calligra-l10n-zh_TW-2.9.10.tgz";"25-Feb-2016";"02:12";"    428K"
"camera-0.8p3.tgz";"25-Feb-2016";"02:12";"     38K"
"cannadict-3.5b2p0.tgz";"25-Feb-2016";"02:12";"    543K"
"cannalib-3.5b2p5.tgz";"25-Feb-2016";"02:12";"    940K"
"cannaserver-3.5b2p7.tgz";"25-Feb-2016";"02:12";"    212K"
"cantarell-fonts-0.0.21.tgz";"25-Feb-2016";"02:12";"    188K"
"cantata-1.5.2.tgz";"25-Feb-2016";"02:12";"      3M"
"canto-0.7.10p4.tgz";"25-Feb-2016";"02:12";"    191K"
"cantor-4.14.3p4.tgz";"25-Feb-2016";"02:12";"      3M"
"capitan-sevilla-1.0.3p0.tgz";"25-Feb-2016";"02:12";"     23M"
"caps-plugins-0.9.24.tgz";"25-Feb-2016";"02:12";"    156K"
"capstone-3.0.4.tgz";"25-Feb-2016";"02:12";"      1M"
"caribou-0.4.19.tgz";"25-Feb-2016";"02:12";"    293K"
"castget-1.0.1p6.tgz";"25-Feb-2016";"02:12";"     40K"
"castle-combat-0.8.1p5.tgz";"25-Feb-2016";"02:12";"      2M"
"catalyst-1.90p1.tgz";"25-Feb-2016";"02:12";4061
"catalyst-tutorial-0.06p0v0.tgz";"25-Feb-2016";"02:12";"     63K"
"catdoc-0.94.2p4.tgz";"25-Feb-2016";"02:12";"    131K"
"catfish-1.2.2.tgz";"25-Feb-2016";"02:12";"    116K"
"cbb-0.73p6.tgz";"25-Feb-2016";"02:12";"    194K"
"cblas-1.0p3.tgz";"25-Feb-2016";"02:12";"    124K"
"ccache-3.2.4.tgz";"25-Feb-2016";"02:12";"     71K"
"ccextractor-0.56.tgz";"25-Feb-2016";"02:12";"     94K"
"ccid-1.4.22.tgz";"25-Feb-2016";"02:12";"    102K"
"cclive-0.9.3p1.tgz";"25-Feb-2016";"02:12";"    179K"
"ccnet-5.0.4.tgz";"25-Feb-2016";"02:12";"    310K"
"cconv-0.6.2p4.tgz";"25-Feb-2016";"02:12";"    484K"
"ccrtp-1.7.1p4.tgz";"25-Feb-2016";"02:12";"    246K"
"ccrypt-1.10p0.tgz";"25-Feb-2016";"02:12";"      1M"
"ccsm-0.8.4p1.tgz";"25-Feb-2016";"02:12";"    696K"
"ccze-0.2.1p3.tgz";"25-Feb-2016";"02:12";"     40K"
"cd-discid-1.3.1.tgz";"25-Feb-2016";"02:12";4436
"cdiff-0.9.7p0.tgz";"25-Feb-2016";"02:12";"     22K"
"cdk-5.0.20060507p2.tgz";"25-Feb-2016";"02:12";"      1M"
"cdogs-sdl-0.5.5.1p1.tgz";"25-Feb-2016";"02:12";"      5M"
"cdparanoia-3.a9.8p3.tgz";"25-Feb-2016";"02:12";"    107K"
"cdplayer-0.5.1p7.tgz";"25-Feb-2016";"02:12";"    257K"
"cdrdao-1.2.0p2-audio.tgz";"25-Feb-2016";"02:12";"    558K"
"cdrdao-1.2.0p2.tgz";"25-Feb-2016";"02:12";"    457K"
"cdrtools-3.00p1.tgz";"25-Feb-2016";"02:12";"    989K"
"cegui-0.8.4p1.tgz";"25-Feb-2016";"02:12";"     19M"
"celestia-1.6.1p9.tgz";"25-Feb-2016";"02:12";"     38M"
"cellwriter-1.3.5p0.tgz";"25-Feb-2016";"02:12";"    156K"
"celt-0.11.1p0v1.tgz";"25-Feb-2016";"02:12";"    139K"
"celt07-0.7.1p0.tgz";"25-Feb-2016";"02:12";"     99K"
"centerim-4.22.10p1.tgz";"25-Feb-2016";"02:12";"      2M"
"cervisia-4.14.3p1.tgz";"25-Feb-2016";"02:12";"      1M"
"cfdg-3.0.9.tgz";"25-Feb-2016";"02:12";"    339K"
"cfengine-3.7.2.tgz";"25-Feb-2016";"02:12";"      3M"
"cfitsio-3.006p1.tgz";"25-Feb-2016";"02:12";"      2M"
"cflow-1.4p0.tgz";"25-Feb-2016";"02:12";"    102K"
